Year,Term,Department,Course,Section,Enrollment,MedianGrade
0,S,AAAS,11,1,24,A
0,S,AAAS,43,1,62,B+
0,S,AAAS,45,1,61,B+
0,S,AMES,13,1,38,A-/B+
0,S,ANTH,8,1,97,B+
0,S,ANTH,12,1,34,B+
0,S,ANTH,53,1,24,B+/B
0,S,ANTH,56,1,12,A-
0,S,ANTH,57,1,16,A-
0,S,ARTH,3,1,46,B+
0,S,ARTH,7,1,16,B+
0,S,ARTH,7,2,11,B+
0,S,ARTH,10,90,17,B+
0,S,ARTH,11,90,17,B+
0,S,ARTH,12,90,17,A-
0,S,ARTH,17,1,10,A-/B+
0,S,ARTH,42,1,20,B
0,S,ARTH,59,1,51,B
0,S,ARTH,83,1,11,A-
0,S,ASTR,15,1,21,B
0,S,BIOL,2,1,186,B
0,S,BIOL,15,1,112,B-
0,S,BIOL,16,1,109,B-
0,S,BIOL,33,1,49,B+
0,S,BIOL,60,1,34,B+
0,S,BIOL,61,1,23,B+
0,S,BIOL,74,1,34,B+
0,S,BIOL,76,1,20,B+
0,S,BIOL,87,1,17,A
0,S,CHEM,6,1,80,B
0,S,CHEM,6,2,119,B
0,S,CHEM,51,1,44,B+
0,S,CHEM,59,1,10,B+
0,S,CHEM,68,1,10,A-/B+
0,S,CHEM,72,1,12,B+
0,S,CHIN,3,1,13,A
0,S,CHIN,3,2,14,A
0,S,CHIN,3,3,13,A-
0,S,CHIN,33,1,11,A-
0,S,COCO,12,1,34,A-
0,S,COCO,13,1,93,B
0,S,COCO,16,1,58,B
0,S,COGS,2,1,77,A-
0,S,COGS,51,1,27,A-
0,S,COLT,10,1,20,A-
0,S,COLT,22,1,13,B
0,S,COLT,38,1,20,A-
0,S,COLT,54,1,21,A
0,S,COSC,5,1,89,B+
0,S,COSC,14,1,68,A-
0,S,COSC,16,1,29,B
0,S,COSC,21,1,29,B+
0,S,COSC,23,1,57,A-
0,S,COSC,27,1,24,B+
0,S,COSC,33,1,16,A-
0,S,COSC,37,1,27,B
0,S,COSC,78,1,61,B-
0,S,DRAM,7,2,13,B+
0,S,DRAM,23,1,62,B+
0,S,DRAM,30,1,17,A
0,S,DRAM,30,2,16,A/A-
0,S,DRAM,32,1,18,A-
0,S,DRAM,40,1,20,A
0,S,EARS,1,1,91,B
0,S,EARS,3,1,115,B+
0,S,EARS,7,1,13,A
0,S,EARS,26,1,16,A-/B+
0,S,EARS,31,1,10,A
0,S,EARS,44,1,19,A-
0,S,EARS,64,1,13,A-
0,S,ECON,1,1,43,B
0,S,ECON,1,2,42,B
0,S,ECON,1,3,35,B-
0,S,ECON,1,4,40,B
0,S,ECON,10,1,31,B
0,S,ECON,10,2,31,B
0,S,ECON,10,3,34,B+/B
0,S,ECON,20,1,18,B+/B
0,S,ECON,20,2,25,B
0,S,ECON,21,1,24,B+
0,S,ECON,21,2,37,B
0,S,ECON,22,1,33,B
0,S,ECON,22,2,32,B+
0,S,ECON,25,1,11,A-
0,S,ECON,26,1,64,B
0,S,ECON,26,2,64,B
0,S,ECON,27,1,46,B
0,S,ECON,27,2,46,B
0,S,ECON,29,1,24,B+
0,S,ECON,29,2,32,A-/B+
0,S,ECON,35,1,17,B+
0,S,ECON,46,1,18,A
0,S,ECON,46,2,19,A
0,S,ECON,48,1,15,A-
0,S,ECON,49,1,14,A-/B+
0,S,ECON,49,2,16,B+
0,S,ECON,72,1,26,B+
0,S,EDUC,7,1,16,B+
0,S,EDUC,10,1,28,A-
0,S,EDUC,20,1,62,B+
0,S,EDUC,29,1,35,A
0,S,EDUC,41,1,10,B+
0,S,EDUC,55,1,91,B+
0,S,EDUC,85,1,19,A
0,S,EDUC,86,1,10,A-/B+
0,S,EDUC,88,1,20,A/A-
0,S,ENGG,146,1,11,A-
0,S,ENGL,7,1,13,A-
0,S,ENGL,7,2,16,B
0,S,ENGL,7,3,16,B+/B
0,S,ENGL,7,4,15,B
0,S,ENGL,7,5,16,A-
0,S,ENGL,7,6,15,B+
0,S,ENGL,7,7,16,A-/B+
0,S,ENGL,7,8,15,A-
0,S,ENGL,15,1,33,A-
0,S,ENGL,19,1,22,A-
0,S,ENGL,25,1,26,A/A-
0,S,ENGL,31,1,39,B+
0,S,ENGL,45,1,47,A
0,S,ENGL,52,1,228,A-
0,S,ENGL,55,1,89,B+
0,S,ENGL,65,1,29,B+
0,S,ENGL,66,1,17,A-
0,S,ENGL,67,1,13,B+
0,S,ENGL,70,1,12,A-
0,S,ENGL,73,1,14,A-
0,S,ENGL,73,2,11,B+
0,S,ENGL,73,3,10,A-
0,S,ENGL,82,1,14,A-
0,S,ENGL,83,1,11,A-
0,S,ENGL,96,1,12,A
0,S,ENGL,98,1,17,A
0,S,ENGS,1,1,53,B
0,S,ENGS,5,1,63,B+
0,S,ENGS,7,1,14,A-/B+
0,S,ENGS,20,1,68,A-
0,S,ENGS,21,1,41,A-
0,S,ENGS,23,1,19,B+
0,S,ENGS,24,1,30,B/B-
0,S,ENGS,25,1,20,B+
0,S,ENGS,31,1,24,B+
0,S,ENGS,37,1,37,A
0,S,ENGS,41,1,22,A-
0,S,ENGS,56,1,15,B+
0,S,ENGS,66,1,29,B+
0,S,ENVS,3,1,69,B
0,S,ENVS,7,1,16,B+
0,S,ENVS,15,1,33,B+
0,S,ENVS,30,1,35,A-
0,S,ENVS,45,1,27,B+
0,S,ENVS,50,1,17,A-
0,S,ENVS,72,1,11,A-
0,S,FILM,22,1,36,B+
0,S,FILM,35,1,11,A-
0,S,FILM,41,1,32,A-
0,S,FILM,41,2,36,A-
0,S,FILM,45,1,30,B
0,S,FREN,1,2,10,B
0,S,FREN,2,1,11,B+
0,S,FREN,2,2,11,B+
0,S,FREN,3,1,14,B+
0,S,FREN,3,2,15,B+
0,S,FREN,3,3,16,B+
0,S,FREN,3,92,18,A-
0,S,FREN,5,92,18,A-
0,S,FREN,6,92,18,B+
0,S,FREN,8,2,10,B+
0,S,FREN,10,1,14,A-
0,S,FREN,24,1,33,A-
0,S,FREN,29,90,21,B+
0,S,FREN,30,90,21,B+
0,S,FREN,31,90,21,B+
0,S,FREN,35,1,10,A-/B+
0,S,FREN,80,1,12,A
0,S,FRIT,35,1,10,A-
0,S,GEOG,3,1,37,B
0,S,GEOG,13,1,47,A-
0,S,GEOG,31,1,10,B+
0,S,GEOG,40,1,61,B+
0,S,GEOG,47,90,18,A
0,S,GEOG,58,1,23,B+
0,S,GEOG,81,90,18,A
0,S,GEOG,82,90,18,A-
0,S,GERM,1,1,16,B+
0,S,GERM,3,1,26,A-/B+
0,S,GERM,3,90,14,B+
0,S,GERM,5,90,14,A/A-
0,S,GERM,6,90,14,A-
0,S,GERM,84,1,13,A
0,S,GOVT,5,1,102,A-
0,S,GOVT,6,1,79,B+
0,S,GOVT,7,1,15,B+
0,S,GOVT,7,2,16,B+
0,S,GOVT,10,1,36,B+
0,S,GOVT,20,1,13,B+
0,S,GOVT,20,2,19,B+
0,S,GOVT,30,1,10,A-
0,S,GOVT,36,1,35,B+
0,S,GOVT,38,1,28,B+
0,S,GOVT,46,1,13,B+
0,S,GOVT,50,2,20,B+
0,S,GOVT,53,1,49,B+
0,S,GOVT,58,1,17,B+
0,S,GOVT,60,1,45,B+
0,S,GOVT,60,2,14,B+
0,S,GOVT,68,1,18,B+
0,S,GOVT,81,1,12,B+
0,S,GOVT,84,4,13,B+
0,S,GOVT,85,9,16,B
0,S,GOVT,85,12,20,B+/B
0,S,GOVT,86,2,17,B+
0,S,GOVT,93,90,16,A-
0,S,GOVT,94,90,16,B+
0,S,GOVT,95,90,16,B+
0,S,GRK,10,1,11,A-
0,S,GRS,1,1,40,B+
0,S,GRS,19,1,14,A-
0,S,GRS,26,1,20,B+
0,S,HIST,1,1,22,A-
0,S,HIST,2,1,46,B+
0,S,HIST,5,7,69,B+
0,S,HIST,6,1,32,B+
0,S,HIST,6,2,46,B+
0,S,HIST,7,1,15,B+
0,S,HIST,7,2,16,B
0,S,HIST,10,1,20,B
0,S,HIST,17,1,14,B+
0,S,HIST,21,1,20,B+
0,S,HIST,23,1,52,B+
0,S,HIST,25,1,19,A-
0,S,HIST,28,1,26,A-
0,S,HIST,47,1,21,B+
0,S,HIST,50,1,21,B
0,S,HIST,66,1,23,B+
0,S,HIST,76,1,19,B+
0,S,HIST,77,1,22,A-
0,S,HIST,79,1,48,A-/B+
0,S,HIST,94,2,11,A-
0,S,HIST,94,7,14,A-
0,S,HIST,95,1,16,B+
0,S,HIST,96,1,12,A-
0,S,HIST,96,4,13,A
0,S,HIST,96,5,14,B+
0,S,HIST,99,1,15,A
0,S,ITAL,2,1,18,A-
0,S,ITAL,2,2,17,B+
0,S,ITAL,3,2,13,B
0,S,ITAL,3,90,23,B+
0,S,ITAL,5,90,23,A-
0,S,ITAL,6,90,23,B+
0,S,JAPN,3,1,14,A-/B+
0,S,JAPN,3,2,14,A-
0,S,JAPN,10,1,38,A-/B+
0,S,JWST,60,1,21,A
0,S,LACS,1,1,37,B-
0,S,LAT,3,1,12,A/A-
0,S,LAT,3,2,15,A-
0,S,LAT,3,3,18,B+
0,S,LING,24,1,16,A-/B+
0,S,LING,40,1,11,B+
0,S,MATH,6,1,45,A
0,S,MATH,6,2,51,A
0,S,MATH,8,1,25,B+
0,S,MATH,8,2,22,B
0,S,MATH,10,1,59,B
0,S,MATH,13,1,32,B+
0,S,MATH,16,1,29,B
0,S,MATH,19,1,29,B+
0,S,MATH,22,1,27,B
0,S,MATH,33,1,12,B
0,S,MATH,38,1,13,A-
0,S,MATH,40,1,12,A
0,S,MATH,43,1,21,A-
0,S,MATH,75,1,13,A-
0,S,MUS,1,1,80,A-
0,S,MUS,2,1,10,A
0,S,MUS,7,1,13,A
0,S,MUS,10,1,19,A
0,S,MUS,29,90,13,A
0,S,MUS,30,90,13,A-
0,S,MUS,35,1,23,A-
0,S,MUS,37,1,32,B+
0,S,MUS,40,1,23,A
0,S,MUS,87,90,13,A
0,S,NAS,30,1,28,A-
0,S,NAS,35,1,47,A
0,S,NAS,40,1,11,B+
0,S,NAS,45,1,14,B+
0,S,NAS,81,1,12,A-
0,S,PBPL,20,1,45,B+
0,S,PHIL,1,1,72,B+
0,S,PHIL,6,1,36,B+
0,S,PHIL,7,1,16,B
0,S,PHIL,11,1,18,A-
0,S,PHIL,15,1,13,A-
0,S,PHIL,25,1,18,B
0,S,PHIL,29,1,12,A-
0,S,PHIL,35,1,40,B+
0,S,PHIL,37,1,19,A-
0,S,PHIL,80,1,10,A-
0,S,PHYS,1,1,175,B
0,S,PHYS,4,1,45,B
0,S,PHYS,14,1,77,B
0,S,PHYS,17,1,17,A-
0,S,PHYS,42,1,20,B+
0,S,PSYC,1,1,179,B
0,S,PSYC,10,1,80,B+
0,S,PSYC,21,1,72,B+
0,S,PSYC,24,1,78,A-
0,S,PSYC,28,1,77,A-
0,S,PSYC,50,1,26,B
0,S,PSYC,51,1,27,A-
0,S,PSYC,53,1,46,A-
0,S,PSYC,63,1,16,A-
0,S,PSYC,63,2,19,B
0,S,PSYC,65,1,27,B+
0,S,PSYC,84,1,16,A-
0,S,PSYC,87,1,15,A-
0,S,REL,6,1,39,B+
0,S,REL,9,1,56,B+
0,S,REL,10,1,63,B
0,S,REL,12,1,76,A-
0,S,REL,21,1,30,B+
0,S,REL,41,1,21,B+
0,S,REL,62,1,12,B+
0,S,REL,66,1,19,B+
0,S,REL,69,1,43,B+
0,S,REL,79,1,30,A
0,S,RUSS,3,1,15,A-
0,S,RUSS,31,1,31,A-
0,S,SART,15,1,20,B+
0,S,SART,15,2,20,B+/B
0,S,SART,15,3,15,A-
0,S,SART,16,1,14,A-/B+
0,S,SART,25,1,14,A-
0,S,SOCY,10,1,16,A-
0,S,SOCY,19,2,16,A-
0,S,SOCY,20,1,37,B+
0,S,SOCY,25,1,29,A-
0,S,SOCY,34,1,21,B+
0,S,SOCY,38,1,35,A-
0,S,SPAN,1,1,16,B
0,S,SPAN,1,3,17,A-
0,S,SPAN,2,1,13,A-
0,S,SPAN,2,2,23,B+
0,S,SPAN,2,3,18,B+
0,S,SPAN,3,1,15,B+
0,S,SPAN,3,2,23,B+
0,S,SPAN,3,3,24,A-/B+
0,S,SPAN,3,4,18,A-
0,S,SPAN,3,5,15,B+
0,S,SPAN,3,90,18,A-
0,S,SPAN,3,91,21,B+
0,S,SPAN,5,90,18,A/A-
0,S,SPAN,5,91,21,A-
0,S,SPAN,6,90,18,A-
0,S,SPAN,6,91,21,A-
0,S,SPAN,7,1,14,A
0,S,SPAN,9,1,14,A-
0,S,SPAN,9,2,21,A-
0,S,SPAN,20,1,21,B+
0,S,SPAN,23,90,23,A-
0,S,SPAN,32,1,35,A-
0,S,SPAN,33,90,23,A-
0,S,SPAN,35,90,23,A-
0,S,SPAN,37,1,19,B+
0,S,SPAN,65,1,25,A-
0,S,SPAN,80,1,11,A-
0,S,SPEE,21,1,15,A-
0,S,SPEE,22,1,12,A-/B+
0,S,SSOC,1,1,42,B+
0,S,WST,7,1,15,A
0,S,WST,7,2,16,B+
0,S,WST,21,1,18,B+
0,S,WST,24,1,26,A-
0,S,WST,27,1,33,A-
0,S,WST,32,1,18,B+
0,S,WST,33,1,21,B+
0,S,WST,33,2,16,A-
0,S,WST,60,1,33,B+
0,X,AAAS,27,1,18,A
0,X,AAAS,42,1,23,A-
0,X,AAAS,47,1,16,B+/B
0,X,ANTH,3,1,66,B
0,X,ANTH,9,1,22,B/B-
0,X,ANTH,50,1,17,A
0,X,ARTH,2,1,32,B+
0,X,ASTR,1,1,109,B+
0,X,BIOL,5,1,13,A-
0,X,BIOL,21,1,37,B
0,X,BIOL,23,1,88,B
0,X,CHEM,52,1,39,B
0,X,CHEM,63,1,26,B+
0,X,CHIN,11,90,28,A-
0,X,CHIN,22,90,28,A-
0,X,CHIN,23,90,28,A-
0,X,COCO,6,1,59,A-
0,X,COLT,18,1,14,B+
0,X,COLT,47,1,20,B+
0,X,COSC,4,1,74,B+
0,X,COSC,21,1,14,B-/C+
0,X,COSC,25,1,31,B+
0,X,COSC,27,1,28,A-
0,X,COSC,37,1,37,B-
0,X,DRAM,65,1,17,A
0,X,EARS,4,1,24,B+
0,X,EARS,5,1,202,B+
0,X,EARS,34,1,36,A-
0,X,ECON,21,1,28,B+
0,X,ECON,21,2,36,B+/B
0,X,ECON,22,1,30,B
0,X,ECON,22,2,33,B
0,X,ECON,26,1,24,A-
0,X,ECON,26,2,19,B+
0,X,ENGL,15,1,19,A-
0,X,ENGL,24,1,41,B+
0,X,ENGL,34,1,41,B
0,X,ENGL,42,1,59,B+
0,X,ENGL,54,1,38,B+
0,X,ENGL,81,1,12,A-
0,X,ENGS,3,1,49,A
0,X,ENGS,22,1,42,B+
0,X,ENGS,25,1,31,B+
0,X,ENGS,31,1,28,A-
0,X,ENGS,33,1,26,B+
0,X,ENGS,66,1,14,B-/C+
0,X,ENVS,25,1,25,A-
0,X,ENVS,39,1,28,A-
0,X,ENVS,60,1,24,B+
0,X,FILM,1,1,71,A-
0,X,FILM,30,1,13,A
0,X,FREN,2,1,13,A-
0,X,FREN,23,1,13,B+
0,X,FREN,55,1,19,B+
0,X,FRIT,33,1,18,A-
0,X,GEOG,21,1,77,A-
0,X,GERM,8,1,17,B+
0,X,GERM,42,1,10,A
0,X,GOVT,4,1,46,B+
0,X,GOVT,6,1,17,B+
0,X,GOVT,10,1,19,B+
0,X,GOVT,20,1,48,B
0,X,GOVT,44,1,16,B+/B
0,X,GOVT,60,1,24,B+/B
0,X,GOVT,67,1,24,B+
0,X,GRS,4,1,67,A-
0,X,HIST,6,1,46,B+
0,X,HIST,6,2,18,A
0,X,HIST,48,1,16,B+
0,X,HIST,54,1,20,B+
0,X,HIST,55,1,52,B+
0,X,ITAL,3,1,11,A
0,X,JAPN,11,90,18,A-
0,X,JAPN,22,90,18,A/A-
0,X,JAPN,23,90,18,A
0,X,MATH,6,1,17,B
0,X,MATH,19,1,14,B-/C+
0,X,MATH,20,1,20,A/A-
0,X,MATH,22,1,18,A-
0,X,MATH,31,1,14,A-
0,X,MUS,2,1,16,A
0,X,MUS,6,1,24,A-
0,X,MUS,21,1,16,A-/B+
0,X,NAS,34,1,22,A-
0,X,PBPL,81,7,17,A
0,X,PHIL,2,1,22,B+
0,X,PHIL,6,1,15,A-
0,X,PHIL,21,1,25,B+
0,X,PHYS,3,1,31,B+
0,X,PHYS,44,1,17,B+
0,X,PSYC,11,1,77,B+
0,X,PSYC,23,1,22,B+/B
0,X,PSYC,25,1,69,B+
0,X,REL,65,1,38,B+
0,X,REL,79,1,11,A-
0,X,RUSS,19,1,50,A-/B+
0,X,SART,15,1,19,A-
0,X,SART,15,2,19,A-
0,X,SART,16,1,14,B+
0,X,SART,25,1,13,B+
0,X,SART,29,1,13,A-
0,X,SOCY,19,1,12,A-
0,X,SOCY,63,1,77,A-
0,X,SPAN,2,1,16,B+
0,X,SPAN,9,1,18,A-
0,X,SPAN,71,1,10,A-
0,X,SSOC,10,1,63,B
0,X,WST,10,1,19,B+
0,X,WST,60,1,24,B+/B
0,F,AAAS,33,1,32,B
0,F,AAAS,39,1,54,A-
0,F,AMEL,7,1,15,A-
0,F,ANTH,1,1,84,B
0,F,ANTH,5,1,55,B
0,F,ANTH,6,1,67,B+
0,F,ANTH,7,1,15,B+
0,F,ANTH,37,1,16,B
0,F,ANTH,45,1,24,B+
0,F,ANTH,66,1,12,B+
0,F,ARAB,1,1,12,A
0,F,ARTH,1,1,67,B
0,F,ARTH,21,1,18,B+
0,F,ARTH,30,1,11,B+
0,F,ARTH,40,1,22,B+
0,F,ARTH,46,1,14,B+
0,F,ARTH,50,1,44,B+/B
0,F,ARTH,55,1,38,B+
0,F,ASTR,2,1,66,B
0,F,BIOL,3,1,99,B
0,F,BIOL,9,1,13,A-
0,F,BIOL,14,1,104,B
0,F,BIOL,25,1,49,B
0,F,BIOL,27,1,22,B+
0,F,BIOL,34,1,46,B
0,F,BIOL,37,1,62,B
0,F,BIOL,54,1,22,B+/B
0,F,BIOL,64,1,24,B+
0,F,BIOL,65,1,20,B+/B
0,F,BIOL,77,1,57,B
0,F,CHEM,5,1,83,B
0,F,CHEM,10,1,29,B+
0,F,CHEM,51,1,77,B
0,F,CHEM,57,1,37,B+
0,F,CHEM,66,1,30,B+/B
0,F,CHEM,81,1,10,B
0,F,CHIN,1,1,10,A-
0,F,CHIN,41,1,10,A-
0,F,COCO,8,1,45,A-
0,F,COCO,11,1,55,B
0,F,COCO,20,1,33,B
0,F,COGS,50,1,23,A-
0,F,COLT,7,1,16,A-
0,F,COLT,10,1,27,A-
0,F,COLT,28,1,19,A-
0,F,COLT,33,1,37,A-
0,F,COLT,45,1,29,B+
0,F,COLT,67,1,31,A
0,F,COLT,70,1,15,A
0,F,COLT,72,1,20,A-
0,F,COSC,5,1,99,A-
0,F,COSC,15,1,19,B+
0,F,COSC,18,1,36,B+
0,F,COSC,25,1,31,B+
0,F,COSC,49,1,46,A-/B+
0,F,COSC,58,1,26,B+
0,F,DRAM,7,1,15,A-
0,F,DRAM,10,2,13,A-
0,F,DRAM,15,1,20,B+
0,F,DRAM,18,1,37,A-
0,F,DRAM,30,1,20,A
0,F,DRAM,30,2,10,A-/B+
0,F,DRAM,40,1,20,A-
0,F,DRAM,48,1,10,A-
0,F,DRAM,50,1,10,A-/B+
0,F,EARS,1,1,63,B
0,F,EARS,28,1,12,B+
0,F,EARS,45,90,36,A-
0,F,EARS,46,90,36,A-
0,F,EARS,47,90,36,A-
0,F,ECON,1,1,49,B
0,F,ECON,1,2,49,B+
0,F,ECON,1,3,45,B+
0,F,ECON,1,4,46,B+
0,F,ECON,10,1,28,B
0,F,ECON,10,2,34,B+
0,F,ECON,10,3,21,B
0,F,ECON,20,1,27,B+
0,F,ECON,20,2,17,B-
0,F,ECON,21,1,24,A/A-
0,F,ECON,21,2,27,B
0,F,ECON,22,1,33,B
0,F,ECON,22,2,36,B
0,F,ECON,25,1,11,B+
0,F,ECON,26,1,35,B
0,F,ECON,28,1,40,B
0,F,ECON,29,1,23,B+
0,F,ECON,29,2,16,B+
0,F,ECON,35,1,10,A-
0,F,ECON,36,1,30,B
0,F,ECON,36,2,41,B
0,F,ECON,39,1,26,B
0,F,ECON,39,2,34,B+
0,F,ECON,46,1,14,A
0,F,EDUC,12,1,27,A-
0,F,EDUC,20,1,141,A-
0,F,EDUC,28,1,40,B+
0,F,EDUC,51,1,37,A-
0,F,EDUC,82,1,24,A
0,F,ENGL,2,1,13,A-
0,F,ENGL,2,2,15,A-
0,F,ENGL,2,3,15,B+
0,F,ENGL,2,4,14,B+
0,F,ENGL,2,5,16,B+
0,F,ENGL,2,6,15,A-
0,F,ENGL,5,1,20,A-
0,F,ENGL,5,2,20,B+
0,F,ENGL,5,3,20,B
0,F,ENGL,5,4,19,A-
0,F,ENGL,5,5,20,A-
0,F,ENGL,5,6,20,B+
0,F,ENGL,5,7,20,B+
0,F,ENGL,5,8,20,A-
0,F,ENGL,5,9,20,B+
0,F,ENGL,5,10,19,B+
0,F,ENGL,5,11,20,A-
0,F,ENGL,5,12,19,A-
0,F,ENGL,5,13,20,B+
0,F,ENGL,5,14,20,B+
0,F,ENGL,5,15,19,B+
0,F,ENGL,5,16,19,B+
0,F,ENGL,5,17,20,B+
0,F,ENGL,7,1,16,B+/B
0,F,ENGL,7,2,16,B+
0,F,ENGL,7,3,16,A-
0,F,ENGL,14,1,14,A-/B+
0,F,ENGL,16,1,54,A-/B+
0,F,ENGL,20,1,40,B+
0,F,ENGL,24,1,96,A-/B+
0,F,ENGL,26,1,31,B+
0,F,ENGL,41,1,94,B+
0,F,ENGL,53,1,43,B
0,F,ENGL,60,1,25,B+
0,F,ENGL,85,1,12,A
0,F,ENGL,85,2,11,B+
0,F,ENGL,90,91,14,A
0,F,ENGL,91,91,14,A/A-
0,F,ENGL,92,91,14,A
0,F,ENGS,2,1,37,B+
0,F,ENGS,7,1,16,B+
0,F,ENGS,21,1,63,A-
0,F,ENGS,23,1,14,B+
0,F,ENGS,26,1,12,B
0,F,ENGS,33,1,31,B+
0,F,ENGS,35,1,17,B
0,F,ENGS,51,1,11,B+
0,F,ENGS,62,1,12,A-
0,F,ENGS,63,1,16,A-
0,F,ENGS,76,1,12,B+
0,F,ENGS,90,1,29,B+
0,F,ENVS,2,1,197,B
0,F,ENVS,7,1,16,B+
0,F,ENVS,20,1,20,A-
0,F,ENVS,40,90,20,A-
0,F,ENVS,42,90,20,A-
0,F,ENVS,44,1,18,A-
0,F,ENVS,65,1,49,A-
0,F,ENVS,80,1,16,A/A-
0,F,ENVS,84,90,20,A-
0,F,FILM,1,1,85,B+
0,F,FILM,20,1,46,A-
0,F,FILM,31,1,12,A
0,F,FILM,42,1,26,A-/B+
0,F,FREN,1,1,14,A-
0,F,FREN,2,1,18,A-
0,F,FREN,2,2,19,B+
0,F,FREN,2,3,17,B+
0,F,FREN,2,4,15,B+
0,F,FREN,3,1,13,B
0,F,FREN,3,2,14,A-
0,F,FREN,3,3,10,B+
0,F,FREN,3,92,11,A-
0,F,FREN,5,92,11,A-
0,F,FREN,6,92,11,A-
0,F,FREN,8,1,21,B+
0,F,FREN,10,2,10,A-
0,F,FREN,25,1,25,A
0,F,FREN,29,90,13,A-
0,F,FREN,30,90,13,A-
0,F,FREN,31,90,13,B+
0,F,FREN,55,1,11,A-
0,F,FRIT,93,1,14,A-
0,F,GEOG,1,1,78,B
0,F,GEOG,3,1,26,B
0,F,GEOG,19,1,19,B+
0,F,GEOG,20,1,44,B
0,F,GEOG,28,1,78,B+
0,F,GEOG,44,1,18,A-
0,F,GEOG,90,1,22,B
0,F,GERM,1,1,18,B+
0,F,GERM,1,2,19,B+
0,F,GERM,2,1,13,B+
0,F,GERM,3,1,10,B
0,F,GERM,11,1,10,B+
0,F,GERM,29,90,17,A-
0,F,GERM,30,90,17,A-
0,F,GERM,31,90,17,A
0,F,GOVT,3,1,89,B
0,F,GOVT,4,1,84,B+
0,F,GOVT,5,1,96,B+
0,F,GOVT,7,1,16,B+
0,F,GOVT,10,1,36,B+
0,F,GOVT,23,1,28,B+
0,F,GOVT,31,1,46,B+
0,F,GOVT,34,1,10,A-/B+
0,F,GOVT,43,1,37,B+
0,F,GOVT,53,1,45,B+
0,F,GOVT,60,1,15,B+
0,F,GOVT,60,2,19,B+
0,F,GOVT,60,3,28,B+
0,F,GOVT,66,1,36,B+
0,F,GOVT,69,1,21,B-
0,F,GOVT,81,4,18,B+
0,F,GOVT,83,4,19,A-
0,F,GOVT,85,6,16,A-
0,F,GOVT,90,90,16,A-
0,F,GOVT,91,90,16,B+/B
0,F,GOVT,92,90,16,A-
0,F,GRS,1,1,40,B+
0,F,GRS,6,1,21,B+
0,F,GRS,14,1,26,B
0,F,GRS,24,1,11,B+
0,F,HEBR,1,1,11,A
0,F,HIST,2,1,46,A-
0,F,HIST,4,1,59,B+
0,F,HIST,5,5,60,B+
0,F,HIST,5,6,56,B+/B
0,F,HIST,6,1,50,A-
0,F,HIST,7,2,15,B+
0,F,HIST,11,1,57,B+
0,F,HIST,14,1,51,B
0,F,HIST,24,1,27,B+
0,F,HIST,30,1,27,B+
0,F,HIST,35,1,22,A-
0,F,HIST,41,90,15,A-
0,F,HIST,43,1,19,B+
0,F,HIST,45,1,37,B+
0,F,HIST,67,1,52,A-
0,F,HIST,70,1,27,A-
0,F,HIST,94,3,26,B
0,F,HIST,96,2,14,A-
0,F,HIST,96,3,13,A
0,F,HIST,96,4,16,A-
0,F,HIST,98,1,12,A
0,F,HUM,1,2,20,B+
0,F,HUM,1,3,20,B+
0,F,HUM,1,4,19,B+
0,F,ITAL,1,1,15,A-
0,F,ITAL,1,2,15,A-
0,F,ITAL,1,3,17,B+
0,F,ITAL,1,4,15,A
0,F,ITAL,3,90,19,A-
0,F,ITAL,5,90,19,A-
0,F,ITAL,6,90,19,A-
0,F,JAPN,1,1,10,A
0,F,JAPN,62,1,11,A-
0,F,JWST,4,1,46,B+
0,F,JWST,10,1,12,A-
0,F,JWST,70,1,15,A
0,F,LACS,43,1,16,B
0,F,LACS,45,1,24,B+
0,F,LAT,1,1,17,B+
0,F,LAT,1,2,14,B+
0,F,LAT,1,3,13,B-
0,F,LAT,10,1,10,B+
0,F,LAT,22,1,10,B+
0,F,LATS,5,1,42,A-/B+
0,F,LATS,40,1,78,B+
0,F,LING,1,1,105,B+
0,F,LING,22,1,12,B+/B
0,F,M&SS,15,1,13,A-
0,F,MATH,1,1,20,A-
0,F,MATH,1,2,32,B+
0,F,MATH,3,1,68,B
0,F,MATH,3,2,81,B+
0,F,MATH,5,1,49,B+
0,F,MATH,8,1,94,B
0,F,MATH,8,2,85,B
0,F,MATH,9,1,30,B+
0,F,MATH,9,2,21,A-
0,F,MATH,9,3,30,B+
0,F,MATH,9,4,13,A-
0,F,MATH,13,1,44,B+
0,F,MATH,15,1,48,B
0,F,MATH,20,1,30,B+/B
0,F,MATH,23,1,25,B+
0,F,MATH,24,1,15,A-
0,F,MATH,25,1,15,A-
0,F,MATH,30,1,11,A
0,F,MATH,63,1,17,B+
0,F,MATH,71,1,11,A
0,F,MUS,2,1,16,B+
0,F,MUS,9,1,54,A-
0,F,MUS,10,1,21,A
0,F,MUS,34,1,20,A
0,F,MUS,38,1,19,A-
0,F,NAS,7,1,12,B+
0,F,NAS,14,1,51,B
0,F,NAS,25,1,38,B+
0,F,NAS,36,1,28,B+
0,F,NAS,50,1,21,B-
0,F,PBPL,81,5,18,B+
0,F,PHIL,1,1,86,B+
0,F,PHIL,3,1,98,B
0,F,PHIL,7,1,16,B+
0,F,PHIL,26,1,42,A-
0,F,PHIL,34,1,23,A-
0,F,PHIL,50,90,15,B+
0,F,PHYS,3,1,102,B+
