Year,Term,Department,Course,Section,Enrollment,MedianGrade
2,F,CHEM,81,1,11,B+
2,F,CHEM,161,1,20,A/A-
2,F,CHIN,1,1,13,A
2,F,CHIN,1,2,15,A-
2,F,CHIN,1,3,14,A-
2,F,CHIN,31,1,11,A
2,F,CLST,1,1,164,B+
2,F,CLST,6,1,28,B
2,F,CLST,14,1,10,B/B-
2,F,CLST,14,2,16,B+
2,F,COCO,5,1,36,B+
2,F,COCO,9,1,32,B+
2,F,COLT,7,1,16,A-
2,F,COLT,7,2,15,A-
2,F,COLT,10,1,22,B+
2,F,COLT,33,1,24,A
2,F,COLT,55,1,52,A-
2,F,COLT,66,1,26,A-
2,F,COLT,67,1,25,A
2,F,COSC,5,1,35,A-
2,F,COSC,18,1,16,B+
2,F,COSC,25,1,34,A-
2,F,COSC,43,1,18,A/A-
2,F,COSC,49,1,52,B+
2,F,COSC,58,1,27,A-
2,F,EARS,1,1,67,B
2,F,EARS,28,1,13,B+
2,F,EARS,45,90,15,A-
2,F,EARS,46,90,15,A-
2,F,EARS,47,90,15,A-
2,F,ECON,1,1,82,B
2,F,ECON,1,2,82,B
2,F,ECON,1,3,86,B
2,F,ECON,1,4,86,B
2,F,ECON,2,1,34,B
2,F,ECON,10,1,50,B
2,F,ECON,10,2,50,B
2,F,ECON,10,3,27,B
2,F,ECON,20,1,62,B+/B
2,F,ECON,20,2,62,B+/B
2,F,ECON,21,1,55,B
2,F,ECON,21,2,55,B
2,F,ECON,22,1,71,B
2,F,ECON,22,2,71,B
2,F,ECON,25,1,18,B+
2,F,ECON,26,1,33,B+
2,F,ECON,28,1,44,B
2,F,ECON,29,1,26,B+
2,F,ECON,29,2,23,B+
2,F,ECON,36,1,77,B+
2,F,ECON,36,2,77,B+
2,F,ECON,39,1,69,B+
2,F,ECON,39,2,69,B+
2,F,ECON,46,1,13,B+
2,F,ECON,46,2,13,B+
2,F,ECON,72,1,20,A-
2,F,EDUC,10,1,18,B+
2,F,EDUC,20,1,106,B+
2,F,EDUC,28,1,16,A-/B+
2,F,EDUC,82,1,25,A
2,F,ENGL,5,1,20,B
2,F,ENGL,5,2,19,B+
2,F,ENGL,5,3,19,B+
2,F,ENGL,5,4,19,A-
2,F,ENGL,5,5,20,B+
2,F,ENGL,5,6,20,B+
2,F,ENGL,5,7,20,A-
2,F,ENGL,5,8,20,B+
2,F,ENGL,5,9,19,A-
2,F,ENGL,5,10,20,B+
2,F,ENGL,5,11,19,B
2,F,ENGL,5,12,20,B+
2,F,ENGL,5,13,18,A-/B+
2,F,ENGL,5,14,20,A-
2,F,ENGL,5,15,20,B
2,F,ENGL,5,16,20,A-
2,F,ENGL,5,17,20,A-
2,F,ENGL,7,1,16,A
2,F,ENGL,7,2,15,B+
2,F,ENGL,7,3,16,A/A-
2,F,ENGL,7,4,13,B+
2,F,ENGL,15,1,30,A-
2,F,ENGL,20,1,25,A-
2,F,ENGL,24,1,46,B+
2,F,ENGL,36,1,17,B+
2,F,ENGL,40,1,49,B+
2,F,ENGL,41,1,33,B+
2,F,ENGL,53,1,40,B+
2,F,ENGL,60,1,13,A
2,F,ENGL,66,1,29,A-
2,F,ENGL,68,2,21,B+
2,F,ENGL,80,1,11,A
2,F,ENGL,90,91,14,A-
2,F,ENGL,91,91,14,A-
2,F,ENGL,92,91,14,A-/B+
2,F,ENGS,2,1,34,A-
2,F,ENGS,7,1,15,A-
2,F,ENGS,21,1,63,A-
2,F,ENGS,33,1,37,A-
2,F,ENGS,35,1,19,A-
2,F,ENGS,37,1,45,B
2,F,ENGS,63,1,10,A-
2,F,ENGS,76,1,32,A-/B+
2,F,ENGS,190,1,30,B+
2,F,ENVS,2,1,136,B
2,F,ENVS,40,90,20,A-
2,F,ENVS,42,90,20,A-
2,F,ENVS,44,1,47,A-
2,F,ENVS,65,1,28,A-
2,F,ENVS,84,90,20,A-
2,F,FILM,1,1,46,B+
2,F,FILM,20,1,46,B+
2,F,FILM,33,1,11,A-
2,F,FILM,37,1,10,A-
2,F,FILM,42,1,24,A
2,F,FILM,47,1,28,A
2,F,FREN,1,1,16,A-
2,F,FREN,1,2,11,A-
2,F,FREN,2,1,17,B+
2,F,FREN,2,2,18,A-
2,F,FREN,2,3,14,A-
2,F,FREN,2,4,15,B+
2,F,FREN,3,1,22,A-
2,F,FREN,3,2,20,A
2,F,FREN,3,3,17,B+
2,F,FREN,8,1,15,A
2,F,FREN,10,1,14,A-
2,F,FREN,10,2,14,A-
2,F,FREN,25,1,19,A-
2,F,FREN,29,90,14,A-
2,F,FREN,30,90,14,A-
2,F,FREN,31,90,14,B+
2,F,FREN,55,1,11,A
2,F,FREN,70,1,18,A
2,F,GEOG,1,1,43,B
2,F,GEOG,3,1,22,B
2,F,GEOG,18,1,27,A-
2,F,GEOG,23,1,29,B
2,F,GEOG,31,1,17,B
2,F,GEOG,42,1,14,A-
2,F,GEOG,44,1,47,A-
2,F,GEOG,90,1,25,B+
2,F,GERM,1,1,15,B+
2,F,GERM,1,2,12,A-
2,F,GERM,2,1,18,B
2,F,GERM,3,1,11,A-
2,F,GOVT,3,1,110,B+
2,F,GOVT,4,1,40,B/B-
2,F,GOVT,5,1,114,B+
2,F,GOVT,6,1,51,B
2,F,GOVT,7,1,16,A-
2,F,GOVT,7,2,15,B+
2,F,GOVT,7,3,16,A
2,F,GOVT,10,1,30,B+
2,F,GOVT,36,1,33,B+
2,F,GOVT,49,1,32,B+
2,F,GOVT,53,1,41,B+
2,F,GOVT,55,1,18,B+
2,F,GOVT,56,1,31,A-
2,F,GOVT,60,1,24,B+
2,F,GOVT,61,1,20,A-
2,F,GOVT,67,1,36,A-
2,F,GOVT,68,1,13,B+
2,F,GOVT,81,5,11,B
2,F,GOVT,85,6,17,A-
2,F,GOVT,85,12,15,A-
2,F,GOVT,90,90,15,B+
2,F,GOVT,91,90,16,B+
2,F,GOVT,92,90,16,A-/B+
2,F,GRK,1,1,11,A-
2,F,HIST,1,1,33,B+
2,F,HIST,2,1,47,B+
2,F,HIST,3,2,13,B+
2,F,HIST,3,3,11,B+
2,F,HIST,3,4,11,B+
2,F,HIST,3,5,12,B+
2,F,HIST,3,6,12,A-
2,F,HIST,3,7,13,A-
2,F,HIST,5,1,13,B+
2,F,HIST,5,6,13,B
2,F,HIST,6,1,15,B+
2,F,HIST,6,2,15,A
2,F,HIST,7,1,15,A-
2,F,HIST,11,1,48,B+
2,F,HIST,14,1,72,B+
2,F,HIST,23,1,24,A-
2,F,HIST,35,1,16,B+
2,F,HIST,41,90,16,A-
2,F,HIST,45,1,39,B+
2,F,HIST,51,1,18,B+
2,F,HIST,52,1,19,B+
2,F,HIST,53,1,61,B+
2,F,HIST,70,1,23,A-
2,F,HIST,71,1,70,B+
2,F,HIST,94,3,10,B/B-
2,F,HIST,96,1,20,B+
2,F,HIST,96,2,16,A-/B+
2,F,HUM,1,2,20,A-
2,F,HUM,1,3,20,A-
2,F,HUM,1,4,20,A-/B+
2,F,ITAL,1,1,19,A-
2,F,ITAL,1,2,22,A-
2,F,ITAL,1,3,21,A-
2,F,ITAL,2,1,24,A-
2,F,ITAL,3,90,13,A-
2,F,ITAL,5,90,13,A-
2,F,ITAL,6,90,13,A-
2,F,ITAL,8,90,16,A-
2,F,ITAL,10,90,17,A-
2,F,ITAL,12,90,17,A
2,F,JAPN,1,1,15,A-
2,F,JAPN,1,2,11,B+
2,F,JAPN,31,1,10,A-
2,F,JAPN,63,1,52,A-
2,F,JWST,4,1,13,A-
2,F,JWST,6,1,46,A-/B+
2,F,JWST,15,1,28,A
2,F,JWST,80,1,17,A-
2,F,LACS,45,1,21,B
2,F,LACS,49,1,26,A-
2,F,LAT,1,1,16,B/B-
2,F,LAT,1,2,21,A-
2,F,LAT,1,3,15,A-
2,F,LAT,28,1,16,A-/B+
2,F,LING,1,1,69,B+
2,F,LING,7,1,15,A-
2,F,LING,22,1,27,A-
2,F,M&SS,15,1,14,A-
2,F,MALS,329,1,32,B+
2,F,MATH,1,1,24,B+/B
2,F,MATH,1,2,50,B+
2,F,MATH,3,1,144,B
2,F,MATH,3,2,144,B
2,F,MATH,5,1,48,A-/B+
2,F,MATH,8,1,153,B
2,F,MATH,8,2,153,B
2,F,MATH,8,3,153,B
2,F,MATH,9,1,80,B+
2,F,MATH,9,2,80,B+
2,F,MATH,9,3,80,B+
2,F,MATH,9,4,80,B+
2,F,MATH,13,1,25,B+
2,F,MATH,14,1,11,A-
2,F,MATH,15,1,44,B+
2,F,MATH,20,1,27,B+
2,F,MATH,23,1,21,B+
2,F,MATH,24,1,18,A-/B+
2,F,MATH,25,1,20,A-
2,F,MATH,30,1,18,B+
2,F,MATH,63,1,12,B+
2,F,MATH,71,1,14,A
2,F,MUS,2,1,22,A-/B+
2,F,MUS,2,2,13,A-
2,F,MUS,8,1,18,A
2,F,MUS,8,2,25,A
2,F,MUS,10,1,25,A
2,F,MUS,20,1,18,A-
2,F,MUS,22,1,10,A-
2,F,MUS,24,1,13,A-
2,F,MUS,34,1,19,A-
2,F,NAS,7,1,16,B+
2,F,NAS,11,1,45,B
2,F,NAS,14,1,72,B+
2,F,NAS,17,1,27,B+
2,F,NAS,25,1,26,B+
2,F,NAS,30,1,11,B+
2,F,PBPL,82,1,15,A-
2,F,PBPL,82,2,17,A-
2,F,PHIL,1,1,73,B+
2,F,PHIL,3,1,116,B
2,F,PHIL,7,1,15,B+
2,F,PHIL,13,1,30,A-/B+
2,F,PHIL,16,1,30,A-/B+
2,F,PHIL,50,1,12,A-
2,F,PHIL,50,90,15,A-
2,F,PHIL,80,1,12,A-/B+
2,F,PHYS,3,1,81,B+
2,F,PHYS,7,1,16,A
2,F,PHYS,13,1,76,B
2,F,PHYS,15,1,27,B+
2,F,PHYS,23,1,14,A-/B+
2,F,PHYS,43,1,15,B+
2,F,PSYC,1,1,179,B
2,F,PSYC,6,1,60,B
2,F,PSYC,7,2,15,B+
2,F,PSYC,22,1,70,B
2,F,PSYC,24,1,72,B
2,F,PSYC,50,1,47,B+
2,F,PSYC,52,1,38,A-
2,F,PSYC,53,1,38,A-
2,F,PSYC,63,1,10,B
2,F,PSYC,67,1,13,A-
2,F,PSYC,80,1,13,A-
2,F,PSYC,86,1,15,A-
2,F,PSYC,87,1,16,A-/B+
2,F,REL,1,1,117,B
2,F,REL,4,1,13,A-
2,F,REL,6,1,46,A-/B+
2,F,REL,15,1,30,B+/B
2,F,REL,17,1,27,B+
2,F,REL,21,1,26,B+
2,F,REL,51,1,38,A
2,F,REL,79,90,15,A
2,F,REL,80,1,17,A-
2,F,RUSS,1,1,15,A
2,F,RUSS,1,2,15,A
2,F,RUSS,13,1,291,B+
2,F,RUSS,14,1,24,A
2,F,RUSS,35,1,26,A/A-
2,F,SART,15,1,18,A-
2,F,SART,15,2,17,A-
2,F,SART,15,3,19,A-
2,F,SART,15,4,17,A-
2,F,SART,16,1,10,A
2,F,SART,16,2,12,B+
2,F,SART,22,1,13,A-
2,F,SART,25,1,15,A-
2,F,SART,65,1,11,B+
2,F,SOCY,7,1,16,A-
2,F,SOCY,7,2,15,B+
2,F,SOCY,10,1,30,B+
2,F,SOCY,27,1,29,B+
2,F,SOCY,62,1,96,B+
2,F,SOCY,65,1,51,A-
2,F,SOCY,66,1,29,B+
2,F,SOCY,80,1,10,A/A-
2,F,SPAN,1,1,18,A-
2,F,SPAN,1,2,22,B
2,F,SPAN,1,3,18,B+
2,F,SPAN,1,4,15,A-
2,F,SPAN,2,1,17,A-
2,F,SPAN,2,2,16,A-
2,F,SPAN,2,3,21,A-
2,F,SPAN,2,4,21,B+
2,F,SPAN,2,5,16,A-
2,F,SPAN,2,6,15,A-
2,F,SPAN,3,1,22,B+
2,F,SPAN,3,2,17,A-
2,F,SPAN,3,3,22,A-
2,F,SPAN,3,91,22,B+
2,F,SPAN,5,91,22,A-
2,F,SPAN,6,91,22,A-
2,F,SPAN,9,1,20,B+
2,F,SPAN,9,2,28,A-
2,F,SPAN,9,3,20,A-/B+
2,F,SPAN,24,90,21,B+
2,F,SPAN,30,1,17,A-
2,F,SPAN,34,90,21,A-
2,F,SPAN,36,90,21,A-
2,F,SPAN,37,1,19,A-
2,F,SPAN,56,1,13,A-
2,F,SPAN,58,1,11,A-
2,F,SPAN,79,1,18,A-
2,F,SPEE,27,1,16,A-
2,F,THEA,18,1,24,A
2,F,THEA,30,1,15,A-
2,F,THEA,30,2,16,A
2,F,THEA,40,1,19,A
2,F,THEA,45,1,11,A-
2,F,WGST,10,1,21,A
2,F,WGST,25,1,15,A
2,F,WGST,30,1,70,A-
2,F,WGST,32,1,13,B+
2,F,WGST,35,1,38,A
2,F,WGST,37,1,64,A-
2,F,WGST,43,1,25,A
2,F,WGST,47,1,17,A
3,W,AAAS,7,1,16,A-
3,W,AAAS,12,1,34,B+/B
3,W,AAAS,34,1,11,B+
3,W,AAAS,35,1,32,B
3,W,AAAS,47,1,16,B+
3,W,AAAS,65,1,26,A-/B+
3,W,AMES,5,1,17,B+
3,W,AMES,12,1,36,B+
3,W,AMES,14,1,55,B+
3,W,AMES,55,1,17,A-
3,W,ANTH,3,1,56,B+
3,W,ANTH,6,1,34,A
3,W,ANTH,7,1,15,A-
3,W,ANTH,12,1,30,B+
3,W,ANTH,19,1,19,A-
3,W,ANTH,24,1,54,B+
3,W,ANTH,27,1,17,B+
3,W,ANTH,51,90,20,B+
3,W,ANTH,52,90,15,A
3,W,ANTH,53,90,15,A-
3,W,ARAB,2,1,20,A
3,W,ARTH,2,1,97,B+
3,W,ARTH,3,1,40,A-
3,W,ARTH,7,1,13,B+
3,W,ARTH,17,1,22,B+
3,W,ARTH,31,1,10,A-/B+
3,W,ARTH,42,1,18,B+
3,W,ARTH,54,1,25,B+
3,W,ARTH,82,1,10,A-
3,W,ARTH,86,1,11,A-
3,W,ASTR,2,1,47,B+
3,W,ASTR,3,1,75,B+
3,W,BIOL,6,1,75,B
3,W,BIOL,15,1,94,B
3,W,BIOL,16,1,115,B
3,W,BIOL,20,1,25,B
3,W,BIOL,35,1,58,B
3,W,BIOL,50,1,28,B+/B
3,W,BIOL,55,90,15,B+
3,W,BIOL,56,90,15,A-
3,W,BIOL,57,90,15,A-
3,W,BIOL,61,1,10,B+/B
3,W,BIOL,66,1,32,B+
3,W,BIOL,72,1,15,B
3,W,BIOL,78,1,23,B
3,W,BIOL,85,1,12,A
3,W,BIOL,87,1,11,A
3,W,CHEM,3,1,65,B
3,W,CHEM,5,1,131,B
3,W,CHEM,52,1,89,B
3,W,CHEM,58,1,24,B+
3,W,CHEM,64,1,48,B+
3,W,CHEM,67,1,20,A-
3,W,CHEM,71,1,15,B+
3,W,CHEM,87,1,13,A
3,W,CHIN,2,1,12,A
3,W,CHIN,2,2,15,A
3,W,CHIN,10,1,36,B+
3,W,CHIN,32,1,11,A
3,W,CLST,5,1,41,B+
3,W,CLST,7,1,13,B+
3,W,CLST,17,1,52,A-
3,W,CLST,22,1,18,B+
3,W,CLST,24,1,24,A-
3,W,COCO,6,1,28,A-
3,W,COCO,8,1,28,A-
3,W,COCO,14,1,11,A-
3,W,COGS,44,1,18,B+
3,W,COLT,10,1,12,A/A-
3,W,COLT,19,1,14,A-/B+
3,W,COLT,39,1,13,A-
3,W,COLT,52,1,15,B+
3,W,COLT,65,1,142,B+
3,W,COSC,4,1,103,B+
3,W,COSC,18,1,27,B+
3,W,COSC,21,1,27,B
3,W,COSC,23,1,15,B+
3,W,COSC,44,1,18,B+
3,W,COSC,49,1,13,A-
3,W,COSC,68,1,48,B+
3,W,COSC,97,1,16,A
3,W,COSC,99,1,19,B+
3,W,COSC,99,2,20,A-
3,W,EARS,2,1,32,A-
3,W,EARS,6,1,69,A-
3,W,EARS,7,1,16,A
3,W,EARS,8,1,34,A-
3,W,EARS,55,1,16,A-
3,W,EARS,66,1,26,A-
3,W,ECON,1,1,41,B
3,W,ECON,1,2,46,B/B-
3,W,ECON,1,3,47,A-
3,W,ECON,1,4,50,A-
3,W,ECON,10,1,24,B+/B
3,W,ECON,10,2,23,B+
3,W,ECON,20,1,26,B+
3,W,ECON,20,2,23,B+
3,W,ECON,21,1,18,A-/B+
3,W,ECON,21,2,29,B
3,W,ECON,22,1,33,B
3,W,ECON,22,2,37,B+
3,W,ECON,25,1,23,B
3,W,ECON,26,2,15,B
3,W,ECON,29,1,22,B+
3,W,ECON,29,2,23,B+
3,W,ECON,35,1,32,B+
3,W,ECON,36,1,41,B+
3,W,ECON,36,2,41,B+
3,W,ECON,39,1,67,B+
3,W,ECON,39,2,67,B+
3,W,ECON,46,1,19,A-
3,W,ECON,46,2,19,A-
3,W,ECON,48,1,13,A-
3,W,ECON,49,2,17,A-
3,W,ECON,55,1,36,B+
3,W,ECON,74,1,22,A
3,W,ECON,80,1,17,A
3,W,EDUC,10,1,161,B+
3,W,EDUC,29,1,33,B+
3,W,EDUC,51,1,59,A-
3,W,EDUC,52,1,33,A-
3,W,ENGG,290,1,22,A-
3,W,ENGL,3,1,16,B
3,W,ENGL,3,2,15,A-
3,W,ENGL,3,3,17,B+
3,W,ENGL,3,4,15,B
3,W,ENGL,3,5,15,A-
3,W,ENGL,3,6,14,A-
3,W,ENGL,3,7,14,B+
3,W,ENGL,5,1,18,B+
3,W,ENGL,5,2,20,B+
3,W,ENGL,5,3,18,A/A-
3,W,ENGL,5,4,19,B+
3,W,ENGL,5,5,18,A-
3,W,ENGL,5,6,20,A-
3,W,ENGL,5,7,20,B
3,W,ENGL,5,8,14,A-
3,W,ENGL,5,9,20,B+
3,W,ENGL,5,10,20,B+
3,W,ENGL,5,11,15,B+
3,W,ENGL,5,12,13,B+
3,W,ENGL,5,13,19,A-
3,W,ENGL,5,14,20,B
3,W,ENGL,5,15,18,B+
3,W,ENGL,7,1,12,B+
3,W,ENGL,7,2,16,B+/B
3,W,ENGL,7,3,14,A-
3,W,ENGL,7,4,15,A-
3,W,ENGL,14,1,15,A-
3,W,ENGL,18,1,19,B+
3,W,ENGL,21,1,16,A-/B+
3,W,ENGL,23,1,16,A-/B+
3,W,ENGL,26,1,34,A-
3,W,ENGL,38,1,29,B+
3,W,ENGL,42,1,55,A-
3,W,ENGL,43,1,11,B+
3,W,ENGL,56,1,32,B
3,W,ENGL,58,1,26,A-/B+
3,W,ENGL,62,1,22,B+
3,W,ENGL,66,1,24,B+/B
3,W,ENGL,80,1,12,A-
3,W,ENGL,81,1,11,A-
3,W,ENGL,82,1,11,A
3,W,ENGS,4,1,38,B+
3,W,ENGS,7,1,16,A/A-
3,W,ENGS,10,1,39,A
3,W,ENGS,22,1,45,B+
3,W,ENGS,24,1,40,B-
3,W,ENGS,27,1,20,B+
3,W,ENGS,32,1,20,B+
3,W,ENGS,34,1,18,B+
3,W,ENGS,43,1,12,A-/B+
3,W,ENGS,52,1,16,B
3,W,ENGS,66,1,27,B
3,W,ENGS,103,1,23,A-
3,W,ENVS,1,1,64,B+
3,W,ENVS,7,1,16,A-
3,W,ENVS,20,1,29,B+
3,W,ENVS,35,1,23,A-
3,W,ENVS,55,1,36,B+
3,W,ENVS,80,1,16,A-
3,W,FILM,21,1,36,B+
3,W,FILM,33,1,15,A-
3,W,FILM,36,1,11,A
3,W,FILM,40,1,15,B+
3,W,FILM,41,1,19,A-
3,W,FILM,42,1,12,A-
3,W,FILM,45,1,30,B
3,W,FREN,1,1,19,B+
3,W,FREN,2,1,22,B+
3,W,FREN,2,2,20,A-
3,W,FREN,3,1,18,B
3,W,FREN,3,2,19,A
3,W,FREN,3,3,16,A-
3,W,FREN,3,92,16,A-
3,W,FREN,5,92,16,A-
3,W,FREN,6,92,16,A
3,W,FREN,8,1,20,A-
3,W,FREN,8,90,16,A/A-
3,W,FREN,10,1,36,A
3,W,FREN,10,90,16,A-
3,W,FREN,12,90,16,A-
3,W,FREN,21,1,16,A-
3,W,FREN,22,1,11,A-
3,W,FREN,35,1,10,A-
3,W,GEOG,1,1,24,B+
3,W,GEOG,5,1,61,B
3,W,GEOG,7,1,16,B+
3,W,GEOG,13,1,61,B
3,W,GEOG,19,1,14,A-/B+
3,W,GEOG,20,1,15,A-
3,W,GEOG,55,1,16,A-
3,W,GEOG,58,1,13,B+
3,W,GERM,2,2,15,B
3,W,GERM,43,1,12,A-
3,W,GOVT,3,1,51,B+
3,W,GOVT,4,1,37,B+
3,W,GOVT,4,2,34,B
3,W,GOVT,5,1,105,B
3,W,GOVT,6,1,37,B+
3,W,GOVT,10,1,33,B+
3,W,GOVT,30,1,39,B+
3,W,GOVT,35,1,35,B+
3,W,GOVT,40,1,19,B
3,W,GOVT,44,1,16,B+
3,W,GOVT,46,1,18,B+
3,W,GOVT,50,1,55,B+
3,W,GOVT,57,1,22,B+
3,W,GOVT,64,1,30,B+
3,W,GOVT,81,3,16,A-
3,W,GOVT,81,4,13,A-
3,W,GOVT,83,2,12,A-
3,W,GOVT,85,2,19,A-
3,W,GOVT,85,4,13,A-
3,W,GOVT,86,1,11,A-
3,W,GOVT,86,4,17,B+
3,W,GRK,3,1,10,B+
3,W,GRK,11,1,17,B+
3,W,HIST,2,1,39,A-
3,W,HIST,5,2,55,B+
3,W,HIST,5,3,21,B+
3,W,HIST,6,1,11,B+
3,W,HIST,7,1,16,A-
3,W,HIST,7,2,16,B+
3,W,HIST,7,3,14,A-/B+
3,W,HIST,12,1,54,B
3,W,HIST,16,1,34,B+/B
3,W,HIST,19,1,40,B+
3,W,HIST,36,1,54,B+
3,W,HIST,43,1,19,A-
3,W,HIST,46,1,53,B+
3,W,HIST,50,1,35,B+
3,W,HIST,76,1,17,B+
3,W,HIST,94,5,52,A-
3,W,HIST,96,1,15,A-
3,W,HIST,96,3,20,A/A-
3,W,HUBI,1,1,34,A-
3,W,HUBI,4,1,47,A-
3,W,HUM,2,2,20,A-
3,W,HUM,2,3,17,B+
3,W,HUM,2,4,18,A-/B+
3,W,ITAL,1,1,17,B+
3,W,ITAL,1,2,15,A-
3,W,ITAL,2,1,16,A-/B+
3,W,ITAL,2,2,16,A-
3,W,ITAL,3,90,16,A/A-
3,W,ITAL,5,90,16,A-
3,W,ITAL,6,90,16,A-
3,W,ITAL,7,1,16,A-/B+
3,W,ITAL,60,1,12,A
3,W,JAPN,2,1,15,B+
3,W,JAPN,32,1,11,A-
3,W,JAPN,62,1,12,B+
3,W,JAPN,81,1,16,A-
3,W,JWST,7,1,14,A-
3,W,JWST,15,1,17,A-
3,W,JWST,40,1,24,B+/B
3,W,LACS,4,1,11,B+
3,W,LAT,1,1,18,B
3,W,LAT,1,2,12,A-/B+
3,W,LAT,3,1,14,B
3,W,LAT,3,2,23,B+
3,W,LAT,22,1,10,A-
3,W,LING,7,1,16,A-
3,W,LING,10,1,161,B+
3,W,LING,17,1,18,A
3,W,LING,25,1,15,A-
3,W,LING,50,1,24,A-
3,W,MATH,2,1,34,B
3,W,MATH,2,2,28,B/B-
3,W,MATH,3,1,35,B
3,W,MATH,3,2,60,B
3,W,MATH,4,1,28,A
3,W,MATH,5,1,142,B+
3,W,MATH,8,1,26,B
3,W,MATH,8,2,60,B
3,W,MATH,13,1,69,B
3,W,MATH,13,2,69,B
3,W,MATH,14,1,22,B+
3,W,MATH,15,2,36,B
3,W,MATH,19,1,27,B
3,W,MATH,23,1,18,B+/B
3,W,MATH,24,1,15,A-
3,W,MATH,28,1,16,A-
3,W,MATH,31,1,18,B+
3,W,MATH,50,1,15,A
3,W,MATH,54,1,12,B+/B
3,W,MUS,2,1,14,A-
3,W,MUS,4,1,41,A
3,W,MUS,6,1,29,B+
3,W,MUS,8,2,15,A-
3,W,MUS,10,1,18,A
3,W,MUS,24,1,10,A-
3,W,MUS,33,1,15,B+
3,W,NAS,30,1,30,A-
3,W,NAS,53,1,10,B+
3,W,PBPL,81,9,12,A-
3,W,PHIL,6,1,37,A-
3,W,PHIL,8,1,47,B+
3,W,PHIL,14,1,11,B+
3,W,PHIL,24,1,48,B
3,W,PHIL,30,1,29,B+
3,W,PHIL,34,1,10,A-/B+
3,W,PHIL,35,1,22,A-/B+
3,W,PHYS,4,1,67,B+
3,W,PHYS,13,1,69,A-
3,W,PHYS,14,1,37,B+
3,W,PHYS,16,1,13,A-
3,W,PHYS,41,1,20,B
3,W,PHYS,48,1,20,B+
3,W,PORT,1,1,14,B
3,W,PSYC,1,1,141,B
3,W,PSYC,23,1,142,B
3,W,PSYC,26,1,52,B+
3,W,PSYC,44,1,36,B+
3,W,PSYC,51,1,17,A
3,W,PSYC,52,1,161,B+
3,W,PSYC,53,1,12,A-/B+
3,W,PSYC,54,1,15,A-
3,W,PSYC,59,1,25,A-
3,W,PSYC,81,1,11,A-
3,W,PSYC,84,1,17,A-
3,W,REL,1,1,90,B
3,W,REL,3,1,14,B+
3,W,REL,5,1,40,B
3,W,REL,12,1,49,B
3,W,REL,19,1,17,A-
3,W,REL,19,2,30,B+
3,W,REL,46,1,39,B+
3,W,REL,48,1,38,A-/B+
3,W,REL,53,1,10,B+
3,W,REL,56,1,21,A-
3,W,REL,57,1,14,A-/B+
3,W,REL,85,1,20,A-
3,W,RUSS,2,1,12,A/A-
3,W,RUSS,2,2,11,A-
3,W,RUSS,7,1,16,A
3,W,RUSS,15,1,15,A
3,W,SART,15,1,14,B+
3,W,SART,15,2,14,A-
3,W,SART,15,3,16,B+
3,W,SART,15,4,14,A-
3,W,SART,25,1,15,A-
3,W,SART,27,1,10,A
3,W,SART,65,1,12,A/A-
3,W,SOCY,11,1,25,B
3,W,SOCY,39,1,19,B+
3,W,SOCY,39,2,11,B+
3,W,SOCY,67,1,24,B+
3,W,SOCY,91,1,20,A-
3,W,SPAN,1,1,17,B
3,W,SPAN,1,2,12,B+
3,W,SPAN,2,1,18,B+
3,W,SPAN,2,2,22,A-/B+
3,W,SPAN,2,3,20,B+
3,W,SPAN,2,4,19,B+
3,W,SPAN,2,5,18,B
3,W,SPAN,3,1,21,B+
3,W,SPAN,3,2,21,A-
3,W,SPAN,3,3,21,B+
3,W,SPAN,3,90,18,A
3,W,SPAN,3,91,24,A-
3,W,SPAN,5,90,18,A-
3,W,SPAN,5,91,24,B+
3,W,SPAN,6,90,18,A-
3,W,SPAN,6,91,24,A-
3,W,SPAN,9,1,19,A-
3,W,SPAN,9,2,12,A-/B+
3,W,SPAN,21,1,15,B+
3,W,SPAN,31,1,22,A-
3,W,SPAN,37,1,20,A-
3,W,SPAN,40,1,27,B+
3,W,SPAN,89,1,24,A
3,W,SPEE,21,1,17,A
3,W,SPEE,25,1,15,A-
3,W,SSOC,10,1,39,B+
3,W,THEA,7,1,16,B
3,W,THEA,10,1,14,A-
3,W,THEA,17,90,16,A-/B+
3,W,THEA,30,1,15,A
3,W,THEA,31,1,14,A
3,W,THEA,33,90,11,A
3,W,THEA,38,1,15,A
3,W,THEA,44,1,12,A-
3,W,THEA,62,90,16,A/A-
3,W,WGST,7,1,14,B+
3,W,WGST,10,1,17,B
3,W,WGST,20,1,12,A-
3,W,WGST,35,1,21,A-
3,W,WGST,38,1,14,A-/B+
3,W,WGST,43,1,22,B+
3,S,AAAS,10,1,12,A-/B+
3,S,AAAS,11,1,78,A-
3,S,AAAS,13,1,16,A-
3,S,AAAS,30,1,17,A-
3,S,AAAS,31,1,23,A-
3,S,AAAS,39,1,45,B+
3,S,AAAS,66,1,44,A
3,S,AMES,13,1,27,A-
3,S,AMES,33,90,10,A-
3,S,AMES,54,90,10,A-
3,S,ANTH,4,1,20,B+
3,S,ANTH,8,1,49,B
3,S,ANTH,9,1,32,A
3,S,ANTH,12,1,20,B+
3,S,ANTH,17,1,53,A
3,S,ANTH,22,1,14,A-
3,S,ANTH,48,1,42,B
3,S,ANTH,50,90,10,A/A-
3,S,ARAB,3,1,13,B+
3,S,ARTH,7,1,15,B+
